,eid,pvs,psi,rho
55,1,1055.0,3.653639554977417,0.8987658619880676
56,1,1056.0,2.496583938598633,0.8938061594963074
57,1,1057.0,4.457364559173584,0.9389757513999939
58,1,1058.0,4.666666507720947,0.9999986290931702
59,1,1059.0,3.333914041519165,0.8554432392120361
60,1,1060.0,4.048778533935547,0.8726364970207214
61,1,1061.0,1.5416666269302368,0.9999998807907104
62,1,1062.0,1.0,
63,1,1063.0,4.708333492279053,1.0
64,1,1064.0,4.666666507720947,0.9999986290931702
65,1,1065.0,4.502906799316406,0.8757280111312866
66,1,1066.0,3.3673722743988037,0.8886690735816956
67,1,1067.0,2.2908575534820557,0.9134594798088074
68,1,1068.0,1.2083333730697632,1.0
69,1,1069.0,4.499330520629883,0.9350277185440063
70,1,1070.0,2.810793399810791,0.9721234440803528
71,1,1071.0,3.2589902877807617,0.9434282183647156
72,1,1072.0,1.6685129404067993,0.9482841491699219
73,1,1073.0,4.415889263153076,0.8868150115013123
74,1,1074.0,4.541666507720947,0.9999989867210388
75,1,1075.0,3.712057113647461,0.8348180055618286
76,1,1076.0,2.451103687286377,0.919190526008606
77,1,1077.0,1.4970937967300415,0.8757280111312866
78,1,1078.0,1.0,
79,1,1079.0,3.9005935192108154,0.8371514678001404
80,1,1080.0,4.202976226806641,0.9101455211639404
81,1,1081.0,4.160497188568115,0.8720378279685974
82,1,1082.0,3.441793918609619,0.9209463596343994
83,1,1083.0,2.1705729961395264,0.9428359270095825
84,1,1084.0,1.2083333730697632,1.0
85,1,1085.0,3.965073585510254,0.7955676913261414
86,1,1086.0,3.1434571743011475,0.8419243097305298
87,1,1087.0,2.240109443664551,0.9125525951385498
88,1,1088.0,3.9999942779541016,0.8550578355789185
89,1,1089.0,4.2901458740234375,0.8558423519134521
90,1,1090.0,4.00187349319458,0.8384332060813904
91,1,1091.0,4.289226531982422,0.9506772756576538
92,1,1092.0,2.61607027053833,0.914219856262207
93,1,1093.0,2.2550647258758545,0.878519594669342
94,1,1094.0,1.6666666269302368,0.8333333134651184
95,1,1095.0,2.598576307296753,0.9444469809532166
96,1,1096.0,4.2901458740234375,0.8558423519134521
97,1,1097.0,1.8257566690444946,0.7935637831687927
98,1,1098.0,1.375,1.0
99,1,1099.0,1.0416666269302368,0.9999990463256836
100,1,1100.0,1.0416666269302368,0.9999990463256836
101,1,1101.0,1.6669517755508423,0.8490374684333801
102,1,1102.0,3.1904711723327637,0.8200756311416626
103,1,1103.0,2.4637186527252197,0.8655033707618713
104,1,1104.0,3.6050972938537598,0.8931082487106323
105,1,1105.0,3.629314422607422,0.8139037489891052
106,1,1106.0,3.279611110687256,0.857004702091217
107,1,1107.0,4.039249420166016,0.7757116556167603
108,1,1108.0,2.096911668777466,0.7796525955200195
109,1,1109.0,1.5847193002700806,0.9426558613777161
110,1,1110.0,1.1666666269302368,0.9999997615814209
111,1,1111.0,3.0674874782562256,0.8299943208694458
112,1,1112.0,4.048778533935547,0.8726364970207214
113,1,1113.0,4.203547477722168,0.8672453761100769
114,1,1114.0,4.073126316070557,0.8802542090415955
115,1,1115.0,1.3333333730697632,1.0
116,1,1116.0,1.1666666269302368,0.9999997615814209
117,1,1117.0,4.073126316070557,0.8802542090415955
118,1,1118.0,4.033481121063232,0.8111345767974854
119,1,1119.0,2.311560869216919,0.9440728425979614
120,1,1120.0,3.246614933013916,0.878373384475708
121,1,1121.0,4.116732597351074,0.8763337731361389
122,1,1122.0,3.9085655212402344,0.8286489844322205
123,1,1123.0,2.810793399810791,0.9721234440803528
124,1,1124.0,3.4310641288757324,0.9458497762680054
125,1,1125.0,1.9255247116088867,0.9189509749412537
126,1,1126.0,1.0416666269302368,0.9999990463256836
127,1,1127.0,4.123214244842529,0.7988908290863037
128,1,1128.0,4.666666507720947,0.9999986290931702
129,1,1129.0,2.768524408340454,0.8220970034599304
130,1,1130.0,2.5570075511932373,0.9476954340934753
131,1,1131.0,1.5829073190689087,0.8542684316635132
132,1,1132.0,1.0833333730697632,1.0
133,1,1133.0,3.0617246627807617,0.8663157820701599
134,1,1134.0,4.5413055419921875,0.9301185607910156
135,1,1135.0,3.024711847305298,0.8394137620925903
136,1,1136.0,1.5840771198272705,0.8868632316589355
137,1,1137.0,4.5413055419921875,0.9301185607910156
138,1,1138.0,4.2887139320373535,0.9025958180427551
139,1,1139.0,4.457364559173584,0.9389757513999939
140,1,1140.0,4.379756927490234,0.8449430465698242
141,1,1141.0,1.620242714881897,0.8449395895004272
142,1,1142.0,1.0833333730697632,1.0
143,1,1143.0,2.1103713512420654,0.8913639783859253
144,1,144.0,4.499330520629883,0.9350277185440063
145,1,145.0,1.8806172609329224,0.837332546710968
146,1,146.0,3.7616677284240723,0.8409599661827087
147,1,147.0,3.629747152328491,0.9728199243545532
148,1,148.0,3.9458701610565186,0.8393038511276245
149,1,149.0,4.62285041809082,0.8014711737632751
150,1,150.0,4.958333492279053,1.0
151,1,151.0,4.291268825531006,0.8055197596549988
152,1,152.0,3.1330697536468506,0.8322396874427795
153,1,153.0,3.0811150074005127,0.8250008821487427
154,1,154.0,1.7037620544433594,0.8240572810173035
155,1,155.0,4.625,1.0
156,1,156.0,4.541666507720947,0.9999989867210388
157,1,157.0,1.1666666269302368,0.9999997615814209
158,1,158.0,4.330974578857422,0.8979660868644714
159,1,159.0,3.145751953125,0.8797268271446228
160,1,160.0,2.6019093990325928,0.9464473724365234
161,1,161.0,3.7092251777648926,0.9137468338012695
162,1,162.0,4.79250431060791,0.8522823452949524
163,1,163.0,1.4583333730697632,1.0
164,1,164.0,3.8690459728240967,0.8601829409599304
165,1,165.0,4.373428821563721,0.8928017616271973
166,1,166.0,2.3076131343841553,0.9465752243995667
167,1,167.0,4.625672340393066,0.84051114320755
168,2,2000.0,4.791666507720947,0.9999977350234985
169,2,2001.0,4.791666507720947,0.9999977350234985
170,2,2002.0,4.123214244842529,0.7988908290863037
171,2,2003.0,2.6717469692230225,0.9273170232772827
172,2,2004.0,1.4166666269302368,0.9999998807907104
173,2,2005.0,2.575568437576294,0.801239013671875
174,2,2006.0,1.542698860168457,0.939146876335144
175,2,2007.0,2.063833236694336,0.7980309128761292
176,2,2008.0,2.0529332160949707,0.6100108027458191
177,2,2009.0,4.5413055419921875,0.9301185607910156
178,2,2010.0,2.502098798751831,0.9208899736404419
179,2,2011.0,2.5529537200927734,0.94638592004776
180,2,2012.0,4.11855411529541,0.8372628092765808
181,2,2013.0,2.9141581058502197,0.7668470740318298
182,2,2014.0,2.3491384983062744,0.8570916056632996
183,2,2015.0,1.3333250284194946,0.9166336059570312
184,2,2016.0,4.5418701171875,0.877902090549469
185,2,2017.0,4.499330520629883,0.9350277185440063
186,2,2018.0,3.4927709102630615,0.839215874671936
187,2,2019.0,2.2931973934173584,0.8367748260498047
188,2,2020.0,1.125,1.0
189,2,2021.0,2.624100923538208,0.8443390130996704
190,2,2022.0,1.3316328525543213,0.8143937587738037
191,2,2023.0,2.1193745136260986,0.791592538356781
192,2,2024.0,1.9993997812271118,0.7173413634300232
193,2,2025.0,4.083256244659424,0.7885388731956482
194,2,2026.0,2.1440916061401367,0.874725878238678
195,2,2027.0,2.0418596267700195,0.7247247695922852
196,2,2028.0,3.76808500289917,0.8600670099258423
197,2,2029.0,3.187199115753174,0.7799301147460938
198,2,2030.0,2.054633617401123,0.8281043171882629
199,2,2031.0,1.2083333730697632,1.0
200,2,2032.0,4.800929069519043,0.6686913967132568
201,2,2033.0,3.7620840072631836,0.856629490852356
202,2,2034.0,2.61607027053833,0.914219856262207
203,2,2035.0,1.883262276649475,0.8763610124588013
204,2,2036.0,1.1651487350463867,0.8069443702697754
205,2,2037.0,2.795353889465332,0.891429603099823
206,2,2038.0,1.7969989776611328,0.9100897908210754
207,2,2039.0,2.4017460346221924,0.9203881621360779
208,2,2040.0,1.542698860168457,0.939146876335144
209,2,2041.0,3.4413013458251953,0.8319593667984009
210,2,2042.0,1.7330299615859985,0.8812534213066101
211,2,2043.0,1.8372021913528442,0.8315832018852234
212,2,2044.0,3.8117189407348633,0.8202835917472839
213,2,2045.0,3.3891115188598633,0.833520770072937
214,2,2046.0,2.204512119293213,0.6817198395729065
215,2,2047.0,1.364805817604065,0.5545995831489563
216,2,2048.0,4.75,1.0
217,2,2049.0,4.5413055419921875,0.9301185607910156
218,2,2050.0,3.334402322769165,0.9188172817230225
219,2,2051.0,2.099430799484253,0.8374241590499878
220,2,2052.0,1.125,1.0
221,2,2053.0,2.4370715618133545,0.864848256111145
222,2,2054.0,1.3743129968643188,0.8404557108879089
223,2,2055.0,1.949763298034668,0.762557864189148
224,2,2056.0,1.8844908475875854,0.5665085911750793
225,2,2057.0,4.458029747009277,0.8798231482505798
226,2,2058.0,2.240109443664551,0.9125525951385498
227,2,2059.0,1.9607179164886475,0.7754980325698853
228,2,2060.0,4.030900478363037,0.9212672114372253
229,2,2061.0,3.2309255599975586,0.821953535079956
230,2,2062.0,2.3252899646759033,0.9726338982582092
231,2,2063.0,1.3749020099639893,0.9170005917549133
232,2,2064.0,4.211878299713135,0.8527645468711853
233,2,2065.0,3.858625888824463,0.824859619140625
234,2,2066.0,3.096867561340332,0.8451457023620605
235,2,2067.0,1.5006691217422485,0.9350274801254272
236,2,2068.0,1.0416666269302368,0.9999990463256836
237,2,2069.0,2.1251227855682373,0.7590735554695129
238,2,2070.0,1.4586573839187622,0.930178165435791
239,2,2071.0,1.8257566690444946,0.7935637831687927
240,2,2072.0,1.7917476892471313,0.7897825241088867
241,2,2073.0,3.4927709102630615,0.839215874671936
242,2,2074.0,1.25,1.0
243,2,2075.0,1.3749020099639893,0.9170005917549133
244,2,2076.0,3.00886869430542,0.8521105051040649
245,2,2077.0,2.2919979095458984,0.8557589650154114
246,2,2078.0,1.5,1.0
247,2,2079.0,1.25,1.0
248,2,2080.0,4.711355209350586,0.7803183197975159
249,2,2081.0,4.330974578857422,0.8979660868644714
250,2,2082.0,3.86984920501709,0.7831186652183533
251,2,2083.0,2.5021605491638184,0.8346643447875977
252,2,2084.0,1.5847193002700806,0.9426558613777161
253,2,2085.0,2.531614303588867,0.8918197751045227
254,2,2086.0,1.1666666269302368,0.9999997615814209
255,2,2087.0,1.6685134172439575,0.8980959057807922
256,2,2088.0,1.664819359779358,0.7783262133598328
257,2,2089.0,3.8473339080810547,0.8767444491386414
258,2,2090.0,2.3481805324554443,0.8339870572090149
259,2,2091.0,2.4078376293182373,0.945401132106781
260,2,2092.0,4.25,0.7777777910232544
261,2,2093.0,3.6518192291259766,0.8339861631393433
262,2,2094.0,2.816986322402954,0.827358603477478
263,2,2095.0,1.9148495197296143,0.8278664350509644
264,2,2096.0,4.75,1.0
265,2,2097.0,4.3758039474487305,0.8162451386451721
266,2,2098.0,4.123214244842529,0.7988908290863037
267,2,2099.0,2.91044020652771,0.8033123016357422
268,2,2100.0,1.2916666269302368,0.9999998807907104
269,2,2101.0,2.583348035812378,0.7443233132362366
270,2,2102.0,1.4162980318069458,0.8607214093208313
271,2,2103.0,1.9167988300323486,0.7884802222251892
272,2,2104.0,1.9999921321868896,0.6675475835800171
273,2,2105.0,4.5418701171875,0.877902090549469
274,2,2106.0,2.804542064666748,0.8787670135498047
275,2,2107.0,2.398003578186035,0.9185764193534851
276,2,2108.0,4.08352518081665,0.7568444013595581
277,2,2109.0,3.4441990852355957,0.8969125747680664
278,2,2110.0,2.2816379070281982,0.8965728282928467
279,2,2111.0,1.4970937967300415,0.8757280111312866
280,2,2112.0,4.7085700035095215,0.9016385078430176
281,2,2113.0,4.583333492279053,1.0
282,2,2114.0,4.160497188568115,0.8720378279685974
283,2,2115.0,2.5529537200927734,0.94638592004776
284,2,2116.0,1.5006691217422485,0.9350274801254272
285,2,2117.0,2.958672285079956,0.8613941669464111
286,2,2118.0,1.5006691217422485,0.9350274801254272
287,2,2119.0,2.0910418033599854,0.7908189296722412
288,2,2120.0,1.9512020349502563,0.615585207939148
289,2,2121.0,4.625104904174805,0.916999101638794
290,2,2122.0,2.558206081390381,0.9209463000297546
291,2,2123.0,2.381415367126465,0.836691677570343
292,2,2124.0,4.378509044647217,0.8774213194847107
293,2,2125.0,3.5938174724578857,0.9463164210319519
294,2,2126.0,2.8497254848480225,0.8925800919532776
295,2,2127.0,1.3316328525543213,0.8143937587738037
296,2,2128.0,4.625104904174805,0.916999101638794
297,2,2129.0,3.9980714321136475,0.7663176655769348
298,2,2130.0,3.625,0.7798474431037903
299,2,2131.0,2.3380868434906006,0.8947502970695496
300,2,2132.0,1.542698860168457,0.939146876335144
301,2,2133.0,2.3380868434906006,0.8947502970695496
302,2,2134.0,1.1666666269302368,0.9999997615814209
303,2,2135.0,1.9149060249328613,0.7207058668136597
304,2,2136.0,1.6255990266799927,0.7798258066177368
305,2,2137.0,3.592655658721924,0.8603894114494324
306,2,2138.0,2.3218343257904053,0.8665243983268738
307,2,2139.0,2.5335733890533447,0.8028234243392944
308,2,2140.0,3.706627368927002,0.8369576334953308
309,2,2141.0,3.3342719078063965,0.7955438494682312
310,2,2142.0,2.6110713481903076,0.8550882935523987
311,2,2143.0,1.125,1.0
312,2,144.0,4.541666507720947,0.9999989867210388
313,2,145.0,1.2916666269302368,0.9999998807907104
314,2,146.0,3.145751953125,0.8797268271446228
315,2,147.0,2.959613084793091,0.8947538137435913
316,2,148.0,3.3889284133911133,0.8550873398780823
317,2,149.0,4.090155601501465,0.8687126636505127
318,2,150.0,4.791666507720947,0.9999977350234985
319,2,151.0,3.79419207572937,0.8120930790901184
320,2,152.0,2.592287302017212,0.8823103904724121
321,2,153.0,2.291644334793091,0.7725488543510437
322,2,154.0,1.3333333730697632,1.0
323,2,155.0,4.583333492279053,1.0
324,2,156.0,4.755183696746826,0.7340430021286011
325,2,157.0,1.0416666269302368,0.9999990463256836
326,2,158.0,4.625104904174805,0.916999101638794
327,2,159.0,3.279611110687256,0.857004702091217
328,2,160.0,1.7931034564971924,0.8250730633735657
329,2,161.0,3.3566670417785645,0.8217712044715881
330,2,162.0,4.625,1.0
331,2,163.0,1.0833333730697632,1.0
332,2,164.0,2.9221177101135254,0.8757376074790955
333,2,165.0,3.8676741123199463,0.8630150556564331
334,2,166.0,1.5840771198272705,0.8868632316589355
335,2,167.0,4.708333492279053,1.0
336,3,3000.0,4.625104904174805,0.916999101638794
337,3,3001.0,3.4120943546295166,0.8147439360618591
338,3,3002.0,4.625,1.0
339,3,3003.0,1.7951629161834717,0.9544061422348022
340,3,3004.0,4.386660099029541,0.9369983673095703
341,3,3005.0,3.8117189407348633,0.8202835917472839
342,3,3006.0,2.438585042953491,0.891315758228302
343,3,3007.0,1.5006691217422485,0.9350274801254272
344,3,3008.0,3.5342183113098145,0.8117122650146484
345,3,3009.0,1.25,1.0
346,3,3010.0,1.7331701517105103,0.9462336897850037
347,3,3011.0,2.217107057571411,0.8897043466567993
348,3,3012.0,1.7541476488113403,0.9066298007965088
349,3,3013.0,2.939500331878662,0.7608222365379333
350,3,3014.0,3.4664266109466553,0.8028234243392944
351,3,3015.0,4.167533874511719,0.8149877786636353
352,3,3016.0,4.289226531982422,0.9506772756576538
353,3,3017.0,4.0782976150512695,0.8050861358642578
354,3,3018.0,4.160497188568115,0.8720378279685974
355,3,3019.0,1.5847193002700806,0.9426558613777161
356,3,3020.0,4.289226531982422,0.9506772756576538
357,3,3021.0,1.7931034564971924,0.8250730633735657
358,3,3022.0,3.8117189407348633,0.8202835917472839
359,3,3023.0,1.074201226234436,0.5699145197868347
360,3,3024.0,3.8355612754821777,0.8905385732650757
361,3,3025.0,1.125,1.0
362,3,3026.0,1.4586573839187622,0.930178165435791
363,3,3027.0,1.5847193002700806,0.9426558613777161
364,3,3028.0,2.1519627571105957,0.8181930184364319
365,3,3029.0,2.729177713394165,0.7966219782829285
366,3,3030.0,3.441793918609619,0.9209463596343994
367,3,3031.0,3.8106753826141357,0.919581413269043
368,3,3032.0,4.21340274810791,0.8033469319343567
369,3,3033.0,3.6345293521881104,0.8843750953674316
370,3,3034.0,4.171593189239502,0.8587199449539185
371,3,3035.0,1.6265350580215454,0.8928439021110535
372,3,3036.0,4.202976226806641,0.9101455211639404
373,3,3037.0,4.416666507720947,0.9999991655349731
374,3,3038.0,4.160497188568115,0.8720378279685974
375,3,3039.0,1.0833333730697632,1.0
376,3,3040.0,3.9458701610565186,0.8393038511276245
377,3,3041.0,1.7112772464752197,0.9025872945785522
378,3,3042.0,1.7098547220230103,0.8558424115180969
379,3,3043.0,2.2550647258758545,0.878519594669342
380,3,3044.0,2.564887285232544,0.8935930132865906
381,3,3045.0,3.458928346633911,0.802592933177948
382,3,3046.0,3.7620840072631836,0.856629490852356
383,3,3047.0,3.9980714321136475,0.7663176655769348
384,3,3048.0,4.541666507720947,0.9999989867210388
385,3,3049.0,4.245878219604492,0.9067209362983704
386,3,3050.0,4.416381359100342,0.7630288004875183
387,3,3051.0,1.375,1.0
388,3,3052.0,4.499330520629883,0.9350277185440063
389,3,3053.0,2.0332703590393066,0.772853672504425
390,3,3054.0,4.171593189239502,0.8587199449539185
391,3,3055.0,1.125,1.0
392,3,3056.0,3.952877998352051,0.7968668937683105
393,3,3057.0,1.1666666269302368,0.9999997615814209
394,3,3058.0,2.4637186527252197,0.8655033707618713
395,3,3059.0,2.768524408340454,0.8220970034599304
396,3,3060.0,3.4584290981292725,0.7641030550003052
397,3,3061.0,3.90895676612854,0.7908214926719666
398,3,3062.0,3.965073585510254,0.7955676913261414
399,3,3063.0,4.250481605529785,0.8126107454299927
400,3,3064.0,4.499330520629883,0.9350277185440063
401,3,3065.0,4.093565464019775,0.7733928561210632
402,3,3066.0,4.541666507720947,0.9999989867210388
403,3,3067.0,2.256903886795044,0.8281948566436768
404,3,3068.0,4.160497188568115,0.8720378279685974
405,3,3069.0,2.9837634563446045,0.7871007919311523
406,3,3070.0,3.2537765502929688,0.8002853989601135
407,3,3071.0,2.3481805324554443,0.8339870572090149
408,3,3072.0,4.291268825531006,0.8055197596549988
409,3,3073.0,1.542698860168457,0.939146876335144
410,3,3074.0,1.620242714881897,0.8449395895004272
411,3,3075.0,1.9148495197296143,0.8278664350509644
412,3,3076.0,2.405348777770996,0.8479614853858948
413,3,3077.0,3.334045648574829,0.7482792139053345
414,3,3078.0,3.9085655212402344,0.8286489844322205
415,3,3079.0,4.039249420166016,0.7757116556167603
416,3,3080.0,4.415889263153076,0.8868150115013123
417,3,3081.0,2.6745331287384033,0.8746120929718018
418,3,3082.0,4.373428821563721,0.8928017616271973
419,3,3083.0,1.3333250284194946,0.9166336059570312
420,3,3084.0,1.2083333730697632,1.0
421,3,3085.0,4.125,0.777777373790741
422,3,3086.0,2.1309540271759033,0.8601829409599304
423,3,3087.0,1.0,
424,3,3088.0,2.7655627727508545,0.8077107667922974
425,3,3089.0,1.0833333730697632,1.0
426,3,3090.0,1.8283087015151978,0.8585847020149231
427,3,3091.0,2.1309540271759033,0.8601829409599304
428,3,3092.0,2.0413665771484375,0.832200288772583
429,3,3093.0,3.0674874782562256,0.8299943208694458
430,3,3094.0,3.6512811183929443,0.8569648265838623
431,3,3095.0,4.289226531982422,0.9506772756576538
432,3,3096.0,4.33148717880249,0.9482841491699219
433,3,3097.0,4.2887139320373535,0.9025958180427551
434,3,3098.0,4.5413055419921875,0.9301185607910156
435,3,3099.0,1.9607179164886475,0.7754980325698853
436,3,3100.0,4.162783145904541,0.8315430879592896
437,3,3101.0,2.332728147506714,0.8466978073120117
438,3,3102.0,4.499330520629883,0.9350277185440063
439,3,3103.0,1.0,
440,3,3104.0,3.9458701610565186,0.8393038511276245
441,3,3105.0,1.2916666269302368,0.9999998807907104
442,3,3106.0,1.9253764152526855,0.8423850536346436
443,3,3107.0,2.2386956214904785,0.892558217048645
444,3,3108.0,2.6110713481903076,0.8550882935523987
445,3,3109.0,3.4175448417663574,0.8009136915206909
446,3,3110.0,3.7080020904541016,0.8557589650154114
447,3,3111.0,4.009339809417725,0.752336323261261
448,3,3112.0,4.3736252784729,0.9456558227539062
449,3,3113.0,4.009339809417725,0.752336323261261
450,3,3114.0,4.541666507720947,0.9999989867210388
451,3,3115.0,1.9698749780654907,0.847171425819397
452,3,3116.0,4.466210842132568,0.9280534982681274
453,3,3117.0,3.1019365787506104,0.8257232904434204
454,3,3118.0,4.2901458740234375,0.8558423519134521
455,3,3119.0,1.125,1.0
456,3,3120.0,3.4755802154541016,0.8669396042823792
457,3,3121.0,1.2916666269302368,0.9999998807907104
458,3,3122.0,1.7416030168533325,0.8952578902244568
459,3,3123.0,1.9837477207183838,0.9160973429679871
460,3,3124.0,2.189453363418579,0.9193944334983826
461,3,3125.0,2.8563270568847656,0.842042863368988
462,3,3126.0,3.4229040145874023,0.8890172839164734
463,3,3127.0,3.6666667461395264,0.8000002503395081
464,3,3128.0,3.9166667461395264,0.7567571401596069
465,3,3129.0,3.8355612754821777,0.8905385732650757
466,3,3130.0,4.009339809417725,0.752336323261261
467,3,3131.0,1.25,1.0
468,3,3132.0,3.8334779739379883,0.7121021151542664
469,3,3133.0,3.2309255599975586,0.821953535079956
470,3,3134.0,2.7392325401306152,0.7886597514152527
471,3,3135.0,1.2077609300613403,0.8522177934646606
472,3,3136.0,3.6512811183929443,0.8569648265838623
473,3,3137.0,1.1215111017227173,0.7290409803390503
474,3,3138.0,1.7541476488113403,0.9066298007965088
475,3,3139.0,1.7416030168533325,0.8952578902244568
476,3,3140.0,2.164182186126709,0.8905302882194519
477,3,3141.0,2.825862407684326,0.7870886325836182
478,3,3142.0,3.3012990951538086,0.7926857471466064
479,3,3143.0,3.903088331222534,0.7796525955200195
480,3,144.0,4.417090892791748,0.8542709350585938
481,3,145.0,1.6685134172439575,0.8980959057807922
482,3,146.0,2.8096344470977783,0.819986879825592
483,3,147.0,2.580873489379883,0.8646686673164368
484,3,148.0,2.804542064666748,0.8787670135498047
485,3,149.0,3.8480372428894043,0.8181928992271423
486,3,150.0,4.5413055419921875,0.9301185607910156
487,3,151.0,3.500042676925659,0.8035700917243958
488,3,152.0,2.637988328933716,0.8668637275695801
489,3,153.0,2.2235183715820312,0.89842689037323
490,3,154.0,1.542698860168457,0.939146876335144
491,3,155.0,4.117681980133057,0.6308773756027222
492,3,156.0,3.912980079650879,0.7693014144897461
493,3,157.0,1.1666666269302368,0.9999997615814209
494,3,158.0,4.167533874511719,0.8149877786636353
495,3,159.0,2.564887285232544,0.8935930132865906
496,3,160.0,1.883262276649475,0.8763610124588013
497,3,161.0,2.6875667572021484,0.8890199065208435
498,3,162.0,4.415270805358887,0.9427526593208313
499,3,163.0,1.4586573839187622,0.930178165435791
500,3,164.0,2.863995313644409,0.7728052139282227
501,3,165.0,3.1676955223083496,0.8633532524108887
502,3,166.0,1.7528921365737915,0.9526113271713257
503,3,167.0,4.0782976150512695,0.8050861358642578
504,4,4000.0,4.334469795227051,0.7465008497238159
505,4,4001.0,2.5273478031158447,0.8460320830345154
506,4,4002.0,1.4581290483474731,0.8777616024017334
507,4,4003.0,1.3298765420913696,0.662753701210022
508,4,4004.0,1.2083333730697632,1.0
509,4,4005.0,3.0799872875213623,0.8046845197677612
510,4,4006.0,2.3803815841674805,0.8022938370704651
511,4,4007.0,3.2344532012939453,0.8077315092086792
512,4,4008.0,1.125,1.0
513,4,4009.0,3.921687602996826,0.8620826005935669
514,4,4010.0,4.125882148742676,0.7424781322479248
515,4,4011.0,3.9150242805480957,0.7124865651130676
516,4,4012.0,2.094578266143799,0.770756721496582
517,4,4013.0,3.5832879543304443,0.8033539652824402
518,4,4014.0,3.8355612754821777,0.8905385732650757
519,4,4015.0,3.90895676612854,0.7908214926719666
520,4,4016.0,4.7085700035095215,0.9016385078430176
521,4,4017.0,2.4167120456695557,0.8033525943756104
522,4,4018.0,1.664819359779358,0.7783262133598328
523,4,4019.0,1.4167025089263916,0.9242904782295227
524,4,4020.0,1.4168611764907837,0.7395088076591492
525,4,4021.0,3.2083332538604736,0.7802193760871887
526,4,4022.0,2.0833332538604736,0.7567566633224487
527,4,4023.0,1.7865980863571167,0.8033465147018433
528,4,4024.0,1.8312779664993286,0.7255458831787109
529,4,4025.0,3.529266834259033,0.8661400675773621
530,4,4026.0,4.379756927490234,0.8449430465698242
531,4,4027.0,4.296237945556641,0.8240568041801453
532,4,4028.0,4.000414848327637,0.8019905686378479
533,4,4029.0,4.499330520629883,0.9350277185440063
534,4,4030.0,4.541666507720947,0.9999989867210388
535,4,4031.0,4.666666507720947,0.9999986290931702
536,4,4032.0,4.458963394165039,0.7420689463615417
537,4,4033.0,2.791623592376709,0.7579992413520813
538,4,4034.0,2.2139475345611572,0.7892416715621948
539,4,4035.0,1.3333333730697632,1.0
540,4,4036.0,1.949763298034668,0.762557864189148
541,4,4037.0,3.5959396362304688,0.8686450719833374
542,4,4038.0,1.956516146659851,0.7608686685562134
543,4,4039.0,2.1677072048187256,0.7830461263656616
544,4,4040.0,1.2077609300613403,0.8522177934646606
545,4,4041.0,4.5418701171875,0.877902090549469
